"HH_ID"	"Member_Age_Orig"	"Member_ID"	"Member_Gender_Orig"	"HEIGHT"	"WEIGHT"	"Mod_act"	"Vig_act"
7212	53	5867	2	5.4	135	4	0
7212	28	6719	1	5.7	140	2	0
7212	25	7264	1	6.2	190	2	0
7213	50	644	2	5.2	170	8	2
7215	67	1807	1	5.9	160	20	0
7215	72	3641	2	5.9	160	25	0
7221	77	646	2	5.5	160	10	 
7229	76	5869	2	5.7	165	10	0
7230	69	647	1	 	 	7	1
7230	68	2763	2	 	 	7	1
7232	70	5870	1	5.11	182	5	0
7232	66	6720	2	5.6	145	5	0
7244	47	649	1	5.1	250	1	3
7244	50	2765	2	5.7	155	3	0
7253	66	650	1	5.8	145	14	 
7253	64	2766	2	5.6	130	14	0
7265	59	651	1	5.1	150	20	10
7274	60	5871	1	6.2	180	5	1
7274	59	6721	2	5.4	125	20	6
7275	66	652	1	5.8	170	40	8
7275	62	2767	2	 	 	30	1
7279	44	1808	1	5.1	178	2	7
7279	9	2307	2	4.6	90	 	 
7279	43	3642	2	5.3	130	7	1
7279	13	4524	1	5	100	 	3
7289	58	5872	1	6.2	205	10	2
7289	57	6722	2	5.1	150	6	0
7289	27	7265	1	6.2	225	12	2
7304	70	653	1	5.11	180	8	 
7313	59	1809	2	6	185	10	2
7313	58	3643	2	5.7	150	10	5
7313	21	4525	2	5.9	130	5	5
7314	51	5873	1	5.8	270	4	2
7314	53	6723	2	5.3	130	1	0
7316	52	654	1	6.2	205	2	1
7316	44	2768	2	5.11	160	2	0
7316	19	4127	2	5.11	160	2	0
7316	16	5075	1	5.11	140	2	0
7319	59	5874	2	5.4	 	40	5
7319	61	6724	1	6.4	178	40	7
7326	76	5875	1	 	 	 	 
7328	82	655	1	5.8	137	10	 
7328	76	2769	2	5.3	120	20	10
7328	35	4128	1	5.9	145	5	10
7330	52	271	1	5.11	180	14	 
7330	48	2471	2	5.9	140	14	 
7330	21	4006	1	5.1	145	14	5
7330	14	4781	1	5.5	125	14	5
7330	18	4996	2	5.8	140	14	7
7330	12	5238	1	5.3	135	14	 
7339	38	656	2	5.4	150	17	3
7339	7	2770	1	3.6	49	12	0
7339	7	4129	2	3.7	48	12	0
7348	35	657	1	5.1	150	20	4
7348	34	2771	2	5.6	135	22	 
7348	4	4130	2	 	 	 	 
7348	1	5076	1	 	 	 	 
7349	23	5876	1	6.5	210	40	0
7349	 	6725	1	6.3	230	30	10
7361	62	1810	1	5.11	170	20	20
7362	74	659	1	5.7	240	15	 
7362	74	2772	2	5.3	180	10	 
7365	53	5877	1	5.11	217	3	 
7365	50	6726	2	5.1	160	4	 
7365	21	7266	2	5.6	 	4	 
7365	18	7537	2	5.4	 	6	2
7366	29	660	1	5.1	165	20	6
7366	29	2773	2	5.9	125	15	0
7366	3	4131	2	 	 	 	 
7366	1	5077	1	 	 	 	 
7380	87	5878	1	 	 	 	 
7380	86	6727	2	 	 	 	 
7384	53	661	2	5.6	230	4	3
7384	19	5335	2	5.3	180	5	4
7393	66	5879	1	6.1	220	25	10
7393	65	6728	2	5.9	135	25	10
7401	63	1811	1	6	182	3	1
7413	71	663	2	5.2	170	21	 
7423	16	664	2	5.7	150	6	8
7423	53	2774	1	5.1	175	8	2
7429	69	5880	1	 	 	 	 
7429	65	6729	2	 	 	 	 
7431	51	665	1	5.1	190	5	1
7431	46	2775	2	5.2	105	4	0
7431	16	4132	1	5.1	165	5	15
7431	11	4804	1	5	110	5	5
7431	13	5078	1	5.4	130	5	5
7432	63	666	1	5.8	230	5	 
7432	64	2776	2	5.4	102	1	 
7433	65	5881	1	6.4	185	7	 
7433	61	6730	2	5.8	145	6	 
7444	77	5882	1	5.9	190	60	 
7444	72	6731	2	5.6	153	50	 
7448	47	667	1	5.8	153	4	0
7451	69	5883	1	6.3	180	5	 
7451	69	6732	2	5.3	150	6	 
7453	85	5884	1	5.2	180	5	 
7453	81	6733	2	5	168	20	 
7453	49	7267	1	5.8	148	5	25
7455	56	5885	1	6	175	 	 
7469	65	5886	1	 	 	 	 
7469	62	6734	2	 	 	 	 
7489	45	668	1	6	165	19	5
7489	43	2777	2	5.11	155	15	3
7489	5	4133	2	3.5	46	14	7
7489	3	5079	1	3.4	35	14	6
7490	40	669	1	5.1	185	3	6
7490	47	2778	2	5.7	125	40	0
7490	6	4134	2	 	 	5	1
7494	60	5887	1	5.1	200	8	2
7494	60	6735	2	5.1	140	2	2
7497	60	5888	1	6	200	 	5
7497	60	6736	2	5	180	2	 
7499	62	5889	1	6.1	185	45	 
7504	77	672	2	5.3	130	5	 
7504	82	5336	1	6.1	190	5	 
7507	36	2019	1	6.1	230	7	5
7507	41	3810	2	5.1	135	14	5
7507	5	4613	1	 	50	12	8
7508	56	671	2	5.3	14	24	3
7508	50	2780	1	5.1	180	16	0
7509	60	670	2	5.5	185	28	0
7509	57	2779	1	6.1	185	4	0
7509	18	4135	2	5.6	118	10	0
7523	61	673	2	5.8	170	9	1
7523	31	2781	2	5.7	175	12	1
7523	13	4136	1	5.1	90	2	 
7523	1	4766	1	3	25	 	 
7523	8	4805	1	4.6	85	5	1
7523	11	5080	1	4.8	85	2	 
7525	54	5890	2	5.3	127	2	1
7525	23	6737	1	5.11	162	5	3
7529	44	674	1	5.8	140	10	2
7529	43	2782	2	5.3	120	10	3
7529	16	4137	1	5.7	 	8	4
7529	14	5081	1	5.6	130	8	6
7532	57	675	1	6.2	225	15	0
7532	64	2783	2	5.7	130	5	0
7533	75	676	2	5.2	140	 	 
7536	47	5891	2	5.4	142	5	5
7536	54	6738	1	5.1	195	5	1
7536	17	7268	2	5.4	136	5	5
7544	58	677	2	5.6	200	5	2
7550	 	678	1	5.6	156	14	3
7550	 	2784	2	5	138	24	2
7550	 	4138	2	5.2	121	18	3
7552	53	679	2	5.7	160	12	5
7555	60	5892	1	5.11	220	10	10
7555	56	6739	2	5.7	150	7	0
7555	17	7269	2	4.1	100	5	0
7559	87	1813	2	5.1	155	4	 
7562	28	5893	2	5.8	205	10	 
7562	30	6740	1	6.2	225	5	 
7562	4	7270	2	 	42	 	 
7562	2	7538	2	 	22	 	 
7569	78	680	2	5.3	140	29	 
7571	59	681	2	5.6	250	2	 
7577	39	682	1	5.1	230	40	15
7577	4	2785	1	4.4	44	40	10
7583	55	1814	2	5.2	160	4	2
7583	50	3645	1	5.6	180	40	2
7590	61	1815	2	4.1	115	5	5
7590	62	3646	1	5.1	250	10	5
7603	56	1816	1	6.3	240	18	 
7603	8	2309	2	4.1	75	25	 
7603	52	3647	2	5.9	115	14	 
7603	11	4527	2	4.2	55	20	 
7604	71	5894	1	5.8	180	14	3
7604	71	6741	2	5.1	150	21	2
7605	58	5895	1	6.4	185	5	10
7605	57	6742	2	5.4	160	10	0
7605	29	7271	2	5.5	150	3	10
7616	53	5896	1	5.1	182	35	8
7616	 	6743	2	5.5	132	30	8
7616	 	7272	2	4.8	98	20	4
7616	 	7539	2	5.5	112	25	8
7620	48	683	2	5.8	135	7	2
7622	90	685	1	5.6	130	6	4
7623	53	684	1	5.1	205	12	10
7623	47	2786	2	5.1	130	12	10
7623	21	4139	1	6.2	145	7	5
7623	19	5082	1	6.1	135	7	5
7629	80	686	2	5.1	130	27	 
7633	30	687	2	5.6	160	4	4
7633	29	2787	1	6	200	3	1
7639	86	688	2	 	 	 	 
7641	64	5897	1	 	 	 	 
7641	54	6744	2	 	 	 	 
7651	49	5898	1	6	215	4	2
7651	47	6745	2	5.6	132	3	0
7651	14	7273	2	5.6	123	1	6
7651	17	7540	1	5.8	120	1	6
7652	55	690	2	5.4	130	15	 
7655	57	1817	1	5.7	210	6	 
7655	59	3648	2	5.5	120	6	 
7656	33	1818	1	6.2	220	10	0
7656	32	3649	2	5.5	120	10	2
7662	61	1819	2	 	 	 	 
7662	62	5377	1	 	 	 	 
7664	55	713	1	5.1	230	8	4
7667	70	1820	2	 	 	 	 
7672	56	691	2	5	142	0	0
7675	56	5899	2	5.6	170	10	10
7676	57	5900	2	5.5	130	 	 
7678	75	5901	1	5.9	190	10	 
7680	50	1821	1	6.2	190	3	2
7680	18	2310	1	6	210	10	10
7680	53	3650	2	5.7	230	4	1
7680	16	4528	2	5.4	240	1	1
7681	71	692	1	5.8	168	 	 
7688	38	714	2	5.6	195	5	2
7688	37	2800	1	6.2	290	6	1
7688	2	4142	2	 	 	 	 
7689	51	5902	1	5.8	250	42	 
7689	53	6746	2	5.4	150	40	 
7689	27	7274	2	5.4	240	32	 
7695	44	1822	1	5.7	156	16	2
7695	4	2311	2	 	20	12	0
7695	34	3651	2	5.2	110	14	0
7695	6	4529	2	 	46	14	0
7695	2	4892	2	 	28	10	0
7695	76	4947	2	5.2	115	10	0
7705	75	5904	2	5.6	200	10	0
7705	 	6747	1	6.1	250	0	0
7705	 	7275	1	6.1	200	0	0
7705	 	7541	2	5.5	150	0	0
7714	89	695	2	5.6	200	 	 
7719	28	696	2	5.1	250	2	0
7720	37	1823	1	5.11	250	5	 
7720	6	2312	1	 	 	 	 
7720	38	3652	2	5.6	200	5	 
7720	7	4530	2	 	 	 	 
7733	76	1824	1	5.1	191	25	15
7733	71	3653	 	5.3	179	28	25
7733	43	4531	1	6	215	40	50
7734	28	5905	2	5.11	205	12	2
7734	29	6748	1	5.7	130	7	2
7738	86	5906	1	5.8	160	0	0
7738	 	6749	2	5.2	115	0	0
7746	63	697	2	5.3	175	6	 
7746	42	2789	2	5.2	200	30	 
7749	69	698	1	5.9	299	6	 
7749	68	2790	2	5.2	165	12	 
7771	50	699	2	5.6	170	12	0
7771	54	2791	1	6.6	310	0	0
7777	54	700	1	6	250	20	5
7783	51	5907	2	5.4	140	 	7
7783	58	6750	1	6	150	30	7
7794	57	5908	2	 	 	 	 
7794	27	6751	2	 	 	 	 
7797	59	2020	2	5.9	140	3	5
7797	60	3811	1	6	150	5	10
7802	62	5909	1	5.8	200	40	0
7802	54	6752	2	5.7	245	48	0
7802	24	7276	1	6.3	180	60	0
7802	21	7542	1	6.3	175	60	10
7807	72	701	2	5.3	140	9	2
7807	75	2792	1	5.11	220	10	3
7823	56	702	2	5.4	160	24	2
7823	59	2793	1	5.9	180	30	4
7823	22	4140	2	5.2	130	20	2
7823	20	5083	2	5.6	150	20	2
7826	59	703	2	5.4	154	12	1
7831	47	5249	2	5.4	225	0	0
7831	 	5263	 	5.3	200	12	16
7831	 	5270	 	5.4	145	8	20
7835	54	5910	1	6.6	265	8	4
7835	53	6753	2	5.2	 	4	1
7846	79	704	1	5.7	230	6	 
7846	74	2794	2	5	110	60	 
7852	56	705	1	6	195	30	10
7852	54	2795	2	5.5	133	15	1
7855	68	706	2	5.4	150	10	 
7855	 	2796	1	5.9	208	45	 
7862	44	707	2	5.1	320	40	 
7862	15	2797	1	5.1	300	20	 
7862	14	4141	1	4.1	177	50	3
7864	75	708	1	5.9	175	20	3
7865	79	1825	1	5.11	250	25	2
7865	77	3654	2	5.9	145	25	 
7876	71	5912	2	5.2	140	10	0
7888	59	710	1	5.11	185	4	1
7888	59	2798	2	5.5	155	2	1
7889	52	711	1	5.8	160	 	40
7889	50	2799	2	5.5	150	5	 
7916	65	5913	2	5.6	168	6	 
7918	48	716	1	5.11	185	40	3
7918	50	2802	2	5.5	120	30	0
7918	20	4143	1	6	165	30	 
7918	16	5084	2	5.5	125	30	7
7920	50	5914	1	5.4	128	30	2
7920	 	6754	2	4.8	182	15	1
7920	 	7277	1	5.8	210	45	3
7920	 	7543	2	5.2	190	45	3
7920	 	7682	1	5.3	125	45	3
7930	67	717	1	5.7	230	 	 
7930	65	2803	2	5	120	 	 
7937	47	718	2	5.4	180	10	 
7937	26	2804	1	5.8	240	5	 
7937	19	4144	1	5.1	170	15	 
7937	16	5085	1	5.11	150	10	 
7939	43	719	1	6.3	185	16	8
7939	15	2805	1	6	200	20	12
7939	71	4145	2	5.1	160	10	0
7950	53	1827	1	6.3	190	40	20
7964	86	720	2	 	 	 	 
7965	87	721	1	5.8	170	20	1
7966	70	5251	1	5.1	250	10	3
7966	 	5264	 	5.4	150	10	3
7976	86	722	2	5.3	154	14	 
7979	84	723	1	5.7	170	15	 
7979	84	2806	2	4.11	115	20	 
7986	54	724	2	5.8	290	1	 
7990	57	5915	2	4.11	107	52	30
7995	66	5916	2	 	 	 	 
7996	80	5917	1	5.8	175	 	 
7997	53	725	1	5.1	197	 	8
7997	47	2807	2	5.7	190	 	10
7998	52	726	2	5.2	175	2	 
7998	58	2808	1	6	208	8	 
8001	49	727	2	5.2	137	7	3
8011	86	5252	2	5.6	174	6	 
8020	72	728	2	5.3	185	17	 
8026	79	729	1	5.7	240	40	 
8026	76	2809	2	5.1	180	40	 
8036	50	730	2	5.4	4	0	0
8036	53	2810	1	6	220	5	0
8057	49	732	2	5.3	142	10	 
8057	25	2812	2	5.6	160	20	3
8057	2	4146	1	 	 	 	 
8057	18	5086	1	5.8	170	5	5
8066	82	733	1	6.2	260	3	1
8066	81	2813	2	5.5	225	5	 
8081	27	1828	2	5.9	160	10	 
8081	31	3656	1	6.4	240	10	 
8085	51	734	1	5.1	209	20	3
8085	48	2814	2	5.3	130	15	1
8086	77	735	1	5.9	183	20	0
8091	57	5918	1	6.3	175	10	2
8091	56	6755	2	5.1	 	5	0
8095	88	736	1	6	210	6	 
8100	78	737	1	 	 	 	 
8100	75	2815	2	5.5	110	10	 
8100	52	4147	2	5.6	130	6	 
8112	53	5919	1	5.8	200	15	7
8112	52	6756	2	5.8	140	25	10
8112	24	7278	2	5.5	120	10	5
8112	22	7544	1	5.11	210	20	10
8112	21	7683	2	5.4	165	10	5
8113	42	5920	1	6.4	300	40	70
8113	30	6757	1	5.7	150	 	 
8118	35	738	1	5.5	180	2	2
8118	 	2816	2	5.5	130	2	3
8127	65	1829	1	5.6	142	14	1
8128	62	739	1	5.1	320	0	0
8128	15	2817	1	5.8	160	0	0
8133	66	5921	1	 	 	2	0
8133	53	6758	2	 	 	2	0
8133	26	7279	1	 	 	28	 
8136	65	740	1	5.7	180	48	 
8136	57	2818	2	5	115	20	 
8137	72	5922	1	5.1	180	8	0
8140	54	741	2	5	115	18	0
8144	20	742	2	5.3	120	4	6
8144	36	2819	2	5.1	160	 	 
8144	10	4148	2	4.9	100	 	 
8144	49	5087	1	5.5	182	 	 
8150	27	743	2	5.3	110	2	 
8150	 	5337	2	5.1	136	6	 
8153	62	5923	1	 	 	 	 
8153	 	7803	 	 	 	 	 
8153	 	7804	 	 	 	 	 
8153	 	7805	 	 	 	 	 
8159	60	744	1	5.8	195	3	0
8159	56	2820	2	5	140	6	0
8164	43	745	2	5.3	140	15	5
8164	14	2821	1	5.3	145	9	3
8164	12	4149	2	5.2	115	9	3
8168	78	1830	1	6	200	20	10
8168	75	3657	2	5.7	236	20	20
8169	38	1831	1	5.6	200	18	 
8169	10	2313	1	4.9	120	20	20
8169	32	3658	2	5.7	250	18	 
8169	14	4533	1	5.1	145	20	20
8169	1	4893	2	 	24	20	 
8172	39	746	2	5.7	205	10	3
8175	45	1832	1	5	125	 	 
8175	23	3659	2	4.1	115	 	 
8180	53	747	1	6.1	210	3	2
8191	52	748	2	5.1	230	3	 
8191	54	2822	1	6	170	12	 
8194	67	749	1	6.2	250	 	8
8214	48	750	1	5.2	116	1	0
8214	48	2823	2	5.3	130	1	0
8214	1	4150	2	 	 	 	 
8214	0	5088	2	 	 	 	 
8221	57	751	1	5.7	290	10	0
8221	21	2824	2	6	140	3	0
8227	74	5924	2	5.8	150	2	 
8232	73	752	2	5.6	190	2	0
8235	66	753	1	6.6	275	5	 
8235	65	2825	2	5.7	150	9	 
8237	69	754	2	5.6	150	10	 
8238	69	5925	2	 	 	 	 
8238	72	6759	1	6	190	26	7
8242	48	5926	1	 	 	 	 
8242	49	6760	2	 	 	 	 
8242	22	7280	1	 	 	 	 
8242	16	7545	1	 	 	 	 
8258	58	755	1	6	208	40	0
8258	50	2826	2	5.3	150	60	0
8261	63	5927	2	5.6	163	4	 
8261	65	6761	1	5.11	220	2	 
8262	51	756	1	5.6	190	3	5
8262	51	2827	2	5.4	148	5	0
8267	 	5928	2	5.8	160	7	 
8267	80	6762	1	5.9	220	7	2
8271	71	757	1	5.9	172	15	4
8271	67	2828	2	5.4	110	15	2
8275	78	758	1	5.8	207	10	1
8275	75	2829	2	5.4	160	12	1
8281	36	5929	1	5.8	220	4	4
8281	33	6763	2	5.5	136	4	0
8289	48	5930	1	5.8	190	10	0
8289	46	6764	2	5.5	190	10	0
8289	10	7281	1	4.5	63	20	4
8289	10	7546	2	4.5	60	20	9
8289	5	7684	1	3	40	20	7
8302	55	759	2	5.6	168	4	1
8303	51	760	2	5.9	180	3	 
8303	51	2830	1	6.2	225	5	2
8319	59	762	1	5.5	210	20	45
8326	74	763	2	5.2	160	3	 
8340	56	765	2	5.1	170	17	 
8340	66	2832	1	5.7	220	21	 
8348	31	766	1	5.11	165	5	1
8348	31	2833	2	5.3	140	3	3
8351	74	5934	1	 	 	 	 
8351	73	6766	2	 	 	 	 
8361	46	1834	1	5.11	182	21	5
8361	7	2314	1	4	60	21	3
8361	38	3660	2	5.4	140	21	5
8361	8	4534	2	4.2	80	21	3
8361	2	4894	2	2.6	30	21	 
8366	52	5935	1	5.11	218	10	 
8366	50	6767	2	5.6	150	 	10
8366	21	7282	1	6	175	10	 
8367	52	767	1	5.1	253	5	2
8367	54	2834	2	5.7	165	5	5
8368	50	1835	1	6.2	210	5	5
8368	51	3661	2	5.5	153	15	1
8374	49	5936	2	5.4	230	6	3
8374	54	6768	1	6.2	225	2	5
8381	46	768	1	6	172	4	1
8381	7	2835	1	4.6	62	6	0
8381	6	4152	1	4	52	6	0
8381	42	4807	2	5.5	150	2	0
8381	5	5090	1	3.6	37	6	0
8385	40	5937	2	5	125	20	5
8385	11	6769	2	4.5	65	20	 
8385	9	7283	2	4.5	65	5	4
8385	7	7547	1	4	50	6	3.5
8385	3	7685	1	3.5	40	 	 
8385	40	7756	1	6	185	10	6
8389	47	5938	1	 	 	7	 
8389	50	6770	2	 	 	7	 
8389	22	7284	1	 	 	5	5
8389	20	7548	2	 	 	5	 
8393	75	769	1	5.9	240	20	 
8393	74	2836	2	5.9	145	15	 
8403	48	5939	1	 	 	 	 
8403	 	7799	 	 	 	 	 
8403	 	7800	 	 	 	 	 
8403	 	7801	 	 	 	 	 
8410	63	5940	1	5.1	180	28	 
8410	60	6771	2	5.5	125	20	 
8410	35	7285	1	5.11	175	28	 
8412	54	770	2	5.11	190	10	3
8412	56	2837	1	6.1	205	10	3
8413	53	771	1	5.1	170	3	0
8413	50	2838	2	5.9	130	5	0
8413	19	4153	2	5.8	135	8	3
8416	51	772	1	5.8	260	7	8
8416	53	2839	2	5.3	115	14	6
8417	72	773	1	5.11	160	8	0
8419	44	5941	1	6.1	250	7	0
8419	44	6772	2	5.1	135	14	2
8432	59	1836	1	5.1	400	3	0
8432	50	3662	2	5.5	220	4	0
8448	32	1837	1	5.1	 	20	0
8448	1	2315	2	2.4	30	10	 
8448	29	3663	2	5.8	 	20	10
8448	3	4535	2	3.2	40	10	 
8456	75	776	1	5.9	175	6	0
8456	69	2840	2	5.4	145	5	0
8462	39	777	1	 	 	 	 
8462	42	2841	2	 	 	 	 
8462	13	4154	1	 	 	 	 
8462	5	4808	1	 	 	 	 
8462	8	5091	2	 	 	 	 
8463	59	778	2	5.6	180	8	 
8463	30	2842	2	5.6	135	10	10
8463	28	4155	2	5.5	120	10	5
8463	64	5338	1	5.1	210	9	1
8469	39	5943	1	6	190	5	5
8469	37	6773	2	5	 	5	5
8469	10	7286	2	 	 	 	 
8469	8	7549	1	 	 	 	 
8479	42	1838	1	6.1	187	15	5
8479	0	2316	1	2	14	 	 
8479	33	3664	2	5.6	215	5	2
8479	3	4536	2	3.2	34	 	 
8493	38	1839	2	5.7	180	10	 
8493	3	3665	1	3.6	33	40	 
8493	2	4537	1	2.5	27	40	 
8493	44	5339	1	5.11	200	10	 
8495	37	1840	1	5.7	195	9	3
8495	7	2317	1	 	50	14	3
8495	38	3666	2	5.2	175	7	0
8495	11	4538	2	 	65	14	3
8496	41	5944	1	6.3	198	7	 
8496	38	6774	2	5.4	132	5	2
8496	8	7287	1	 	 	 	 
8496	5	7550	1	 	 	 	 
8496	3	7686	2	 	 	 	 
8497	39	5945	1	5.9	180	70	5
8497	 	6775	2	5.5	110	10	5
8497	 	7288	1	4	50	20	10
8497	 	7551	2	2.5	25	5	 
8499	57	782	1	6	234	1	 
8499	48	2843	2	5.5	160	1	 
8503	47	5946	2	5.3	145	10	5
8503	46	6776	1	5.9	180	10	5
8505	70	5947	2	5.8	190	7	3
8505	79	6777	1	5.1	150	28	6
8508	44	783	1	6	230	3	0
8508	42	2844	2	5.4	170	3	2
8508	8	4156	1	4.4	60	4	2
8508	5	4809	2	3.8	40	2	1
8508	7	5092	2	3.11	45	4	1
8512	59	784	2	5.3	175	35	 
8514	45	1841	1	5.11	150	3	3
8514	14	2318	2	5.8	140	3	1
8514	44	3667	2	5.7	140	3	2
8514	16	4539	2	5.6	140	3	1
8514	12	4895	2	5.2	85	3	2
8548	 	5948	1	5.7	155	18	6
8548	 	6778	2	 	 	18	3
8551	45	1842	2	 	 	 	 
8554	55	786	1	5.11	190	12	0
8554	55	2846	2	5.5	 	12	0
8557	67	787	2	5.6	150	45	 
8557	68	2847	1	6.2	174	24	1
8570	39	2022	1	6.1	220	3	0
8570	36	3813	2	5.7	160	5	0
8570	6	4615	2	4	40	0	0
8570	1	4723	1	3	24	0	0
8571	 	788	1	6	205	2	1
8571	 	2848	2	5.7	170	2	0
8571	8	4157	1	4.3	55	2	0
8571	5	4810	2	3.5	40	2	0
8571	6	5093	2	4.4	53	2	0
8572	61	789	2	5.8	240	4	3
8572	63	5340	1	5.9	190	10	3
8575	 	791	1	5.11	195	0	 
8575	74	2850	2	5.6	135	0	 
8585	44	5950	1	5.11	158	60	10
8585	45	6780	2	5.8	130	60	 
8585	8	7289	1	4.6	65	60	 
8585	6	7552	1	4	50	60	 
8619	54	5253	2	5.7	17	20	4
8627	65	796	1	5.1	186	 	5
8627	62	2852	2	5.6	135	 	6
8628	59	797	2	5.2	135	7	1
8629	92	5952	1	5.9	160	20	4
8629	91	6782	2	5.3	180	10	2
8630	64	5953	2	5.5	116	12	 
8630	70	7777	1	5.9	196	17	 
8632	51	798	2	5.5	130	10	0
8632	50	2853	1	5.7	140	7	7
8632	16	4158	2	5.5	140	5	5
8632	14	5094	2	5.9	120	5	5
8633	79	799	2	5.5	145	20	10
8633	78	2854	1	6.2	198	30	15
8635	56	5954	1	6	195	6	3
8635	60	6783	2	5.1	105	6	6
8635	24	7290	1	5.1	150	6	3
8635	21	7553	1	6.2	185	6	3
8637	58	800	1	5.1	190	10	5
8637	57	2855	2	5.6	130	10	5
8637	14	4159	2	5.2	120	5	0
8639	60	801	1	5.11	160	16	1
8639	 	2856	2	5.4	125	9	1
8640	 	1843	1	6	165	15	5
8640	 	3668	2	5.5	120	30	15
8645	 	1844	1	5.9	175	6	 
8645	60	3669	2	5.4	160	4	 
8647	39	1845	2	5.7	176	1	3
8647	3	2319	2	2.1	28	10	5
8647	39	3670	1	5.1	190	1	3
8647	4	4540	1	3.3	40	10	5
8660	81	803	1	5.11	193	 	 
8660	80	2857	2	5.2	 	 	 
8661	41	804	1	6	200	30	 
8661	43	2858	2	 	 	2	 
8663	46	5956	1	5.1	165	14	2
8663	44	6784	2	5.3	125	7	5
8663	16	7291	1	5.9	135	15	7
8663	13	7554	2	5.3	105	10	10
8665	77	805	1	5.9	185	5	0
8670	66	1846	2	5.2	145	24	 
8676	66	806	1	5.1	205	2	 
8676	63	2859	2	5.3	140	2	 
8677	79	807	1	5.1	200	3	3
8677	70	2860	2	5.3	124	10	 
8678	45	808	1	6.2	193	3	 
8678	45	2861	2	5.8	140	4	 
8678	17	4160	2	5.1	140	2	10
8678	9	4811	2	5	75	2	10
8678	12	5095	2	5.8	130	2	10
8680	49	1847	1	5.9	156	5	4
8680	44	3671	2	5.1	112	14	2
8680	6	4541	1	3.5	40	15	1
8681	67	809	1	6.8	180	5	3
8681	60	2862	2	6.6	170	4	4
8684	54	810	1	5.9	135	16	6
8684	51	2863	2	5.2	135	10	6
8684	13	4161	1	5.7	110	6	4
8685	58	1848	1	5.1	183	10	2
8685	55	3672	2	5.8	145	10	2
8685	10	4542	2	5	110	15	4
8687	35	811	1	6.1	175	10	1
8687	36	2864	2	5.4	129	10	0
8687	4	4162	2	3.4	40	14	0
8687	0	4812	2	1.1	18	0	0
8687	2	5096	2	2.9	24	14	0
8694	59	812	1	6.2	165	5	3
8694	57	2865	2	5.6	150	3	2
8695	53	813	2	5.7	150	7	 
8695	53	2866	1	6	190	2	2
8695	25	4163	1	5.9	165	2	 
8698	63	814	1	5.9	165	20	8
8698	61	2867	2	5.1	130	18	2
8708	60	2132	1	6	185	5	10
8708	59	3904	2	5.3	110	5	5
8717	61	815	1	6	165	 	12
8717	62	2868	2	5.11	150	 	6
8724	39	5958	1	6.1	210	7	3
8724	39	6786	2	5.1	170	7	 
8724	9	7292	1	4.5	80	 	5
8724	8	7555	1	4.4	67	 	5
8726	64	816	1	5.8	195	10	 
8726	68	2869	2	5.4	200	 	 
8732	88	817	1	5.7	156	 	 
8732	86	2870	2	5.2	126	 	 
8734	35	5959	1	6.2	200	8	8
8734	33	6787	2	5.8	130	4	20
8735	38	5960	1	6.1	190	2	2
8735	34	6788	2	5.4	135	2	2
8735	6	7293	1	3.9	60	2	2
8735	4	7556	1	3	41	2	2
8735	2	7687	2	2.7	28	4	0
8751	72	818	2	5.6	150	5	0
8751	59	2871	2	5.4	120	4	2
8755	51	819	1	5.8	220	8	3
8755	51	2872	2	5.2	120	20	3
8755	21	4164	1	5.8	150	5	0
8755	19	5097	2	5.3	135	5	0
8756	49	5962	1	5.1	215	5	 
8756	48	6789	2	4.1	100	5	 
8756	17	7294	2	4.11	110	5	 
8756	14	7557	2	5	110	5	 
8762	47	5963	1	6.4	240	15	5
8762	 	6790	2	5.5	170	15	20
8762	 	7295	1	5.3	90	10	 
8781	35	1850	2	 	 	8	 
8781	7	3673	1	 	 	10	3
8781	3	4543	1	 	 	8	 
8781	 	5342	 	 	 	4	5
8784	56	5964	2	5.7	170	7	 
8784	55	6791	1	6.3	300	4	3
8788	51	823	2	5.1	145	5	 
8788	56	2873	1	6.3	180	10	2
8788	20	4165	1	6	160	5	5
8788	12	5098	2	5.6	115	5	 
8791	45	825	1	5.4	130	10	9
8791	45	2874	2	5.1	120	20	0
8791	15	4166	1	 	 	 	 
8793	67	826	2	5.4	160	5	0
8793	71	2875	1	5.7	170	5	15
8794	53	827	1	6.2	260	15	10
8794	53	2876	2	5	105	20	5
8794	16	4167	2	5.3	110	15	5
8794	15	5099	1	6	130	15	10
8795	42	5966	1	5.1	200	5	4
8795	47	6793	2	5.9	145	5	0
8795	18	7296	2	5.5	120	5	5
8807	45	5967	1	5.6	130	14	4
8807	45	6794	2	5.3	100	14	8
8807	18	7297	1	5.1	170	14	14
8807	16	7558	2	5.2	100	14	16
8807	13	7688	2	5.2	100	14	10
8812	42	1852	2	5.6	140	3	1
8812	43	3675	1	6.2	200	15	3
8812	6	4544	1	4	65	40	21
8815	44	1853	1	5.1	205	10	0
8815	14	2320	2	5.7	160	6	0
8815	45	3676	2	5.9	145	14	0
8815	18	4545	1	6.2	210	12	4
8815	9	4896	2	5.2	110	8	2
8829	67	828	2	5.6	100	30	 
8830	52	1854	2	5.8	138	 	8
8830	57	3677	1	5.6	164	20	 
8835	51	829	1	6.5	275	2	 
8835	 	2877	2	 	 	 	 
8835	 	4168	1	5.4	160	4	6
8835	 	5100	1	 	 	 	 
8860	64	837	1	5.1	150	 	4
8860	60	2883	2	5.5	250	0	0
